
10월 02, 2018 10:12:16.54 NEW SESSION
10월 08, 2018 17:49:11.77 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.77 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.77 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.77 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.77 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.77 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.77 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.78 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.78 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.78 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.78 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.78 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.78 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.78 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.78 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.78 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.78 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.78 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.78 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.78 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.78 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.78 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.78 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.78 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.78 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.78 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
10월 08, 2018 17:49:11.78 [1564:3320:1008/174911.771:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.

10월 10, 2018 14:42:07.15 NEW SESSION
10월 10, 2018 14:42:07.15 [5232:5356:1010/144207.151:ERROR:audio_manager_base.cc(366)] Invalid audio output parameters received; using fake audio path: format: 0 channel_layout: 0 channels: 0 sample_rate: 0 frames_per_buffer: 0 effects: 0 mic_positions: 

10월 11, 2018 11:33:47.58 NEW SESSION
10월 11, 2018 11:33:47.58 [4132:4136:1011/113347.579:ERROR:CONSOLE(0)] "Blocked script execution in 'data:text/html,%0D%0A%0D%0A%0D%0A<!DOCTYPE html>%0D%0A<html>%0D%0A<head>%0D%0A<meta charset="UTF-8">%0D%0A<title>Aquarius</title>%0D%0A%0D%0A<!-- Font Awesome -->%0D%0A<link rel="stylesheet" href="https://use.fontawesome.com/releases/v5.3.1/css/all.css" integrity="sha384-mzrmE5qonljUremFsqc01SB46JvROS7bZs3IO2EmfFsd15uHvIt+Y8vEf7N7fWAU" crossorigin="anonymous">%0D%0A<!-- Bootstrap core CSS -->%0D%0A<link%0D%0A%09href="/aquarius/resources/bower_components/bootstrap/dist/css/bootstrap.min.css"%0D%0A%09rel="st...D%0A%09%09%09%09%09</ul>%0D%0A%09%09%09%09</div>%0D%0A%09%09%09%09%0D%0A%09%09%09</div>%0D%0A%09%09</div>%0D%0A%09%09<div class="footer-copyright py-3 text-center">%0D%0A%09%09%09%C2%A9 2018 Copyright: <a href="https://mdbootstrap.com/bootstrap-tutorial/">%0D%0A%09%09%09%09MDBootstrap.com </a>%0D%0A%09%09</div>%0D%0A%09</footer>%0D%0A%09<!--Footer-->%0D%0A</body>%0D%0A%0D%0A<!-- MDB core JavaScript -->%0D%0A<script src="/aquarius/resources/bower_components/MDBootstrap/js/mdb.min.js"></script>%0D%0A</html>' because the document's frame is sandboxed and the 'allow-scripts' permission is not set.", source: data:text/html,%0D%0A%0D%0A%0D%0A<!DOCTYPE html>%0D%0A<html>%0D%0A<head>%0D%0A<meta charset="UTF-8">%0D%0A<title>Aquarius</title>%0D%0A%0D%0A<!-- Font Awesome -->%0D%0A<link rel="stylesheet" href="https://use.fontawesome.com/releases/v5.3.1/css/all.css" integrity="sha384-mzrmE5qonljUremFsqc01SB46JvROS7bZs3IO2EmfFsd15uHvIt+Y8vEf7N7fWAU" crossorigin="anonymous">%0D%0A<!-- Bootstrap core CSS -->%0D%0A<link%0D%0A%09href="/aquarius/resources/bower_components/bootstrap/dist/css/bootstrap.min.css"%0D%0A%09rel="stylesheet">%0D%0A<!-- Material Design Bootstrap -->%0D%0A<link href="/aquarius/resources/bower_components/MDBootstrap/css/mdb.min.css"%0D%0A%09rel="stylesheet">%0D%0A<!-- Your custom styles (optional) -->%0D%0A%0D%0A%0D%0A</head>%0D%0A<!-- JQuery -->%0D%0A<script src="/aquarius/resources/bower_components/jquery/dist/jquery.min.js"></script>%0D%0A<!-- Bootstrap tooltips -->%0D%0A<script%0D%0A%09src="/aquarius/resources/bower_components/popper.js/dist/umd/popper.min.js"></script>%0D%0A<!-- Bootstrap core JavaScript -->%0D%0A<script%0D%0A%09src="/aquarius/resources/bower_components/bootstrap/dist/js/bootstrap.min.js"></script>%0D%0A</head>%0D%0A%0D%0A<body>%0D%0A%0D%0A%09<!--Main Navigation-->%0D%0A%0D%0A%09<header>%0D%0A%09%09%0D%0A%0D%0A%0D%0A<!--Navbar-->%0D%0A%09%09<nav class="navbar navbar-expand-lg navbar-dark light-green darken-4">%0D%0A%09%09%09<!-- Navbar brand -->%0D%0A%09%09%09<a class="navbar-brand" href="#">Navbar</a>%0D%0A%09%09%09<!-- Collapse button -->%0D%0A%09%09%09<button class="navbar-toggler" type="button" data-toggle="collapse"%0D%0A%09%09%09%09data-target="#basicExampleNav" aria-controls="basicExampleNav"%0D%0A%09%09%09%09aria-expanded="false" aria-label="Toggle navigation">%0D%0A%09%09%09%09<span class="navbar-toggler-icon"></span>%0D%0A%09%09%09</button>%0D%0A%09%09%09<!-- Collapsible content -->%0D%0A%09%09%09<div class="collapse navbar-collapse" id="basicExampleNav">%0D%0A%09%09%09%09<ul class="navbar-nav mr-auto">%0D%0A%09%09%09%09%0D%0A%09%09%09%09%09<li class="nav-item active"><a class="nav-link" href="/aquarius/">Home%0D%0A%09%09%09%09%09%09%09<span class="sr-only">(current)</span>%0D%0A%09%09%09%09%09</a></li>%0D%0A%09%09%09%09%09<li class="nav-item"><a class="nav-link" href="/aquarius/board/list">%EA%B2%8C%EC%8B%9C%ED%8C%90</a>%0D%0A%09%09%09%09%09</li>%0D%0A%09%09%09%09%09<li class="nav-item"><a class="nav-link" href="/aquarius/gallery/list">%EA%B0%A4%EB%9F%AC%EB%A6%AC</a>%0D%0A%09%09%09%09%09</li>%0D%0A%09%09%09%09%09%0D%0A%09%09%09%09%09<!-- Dropdown %0D%0A%09%09%09%09%09<li class="nav-item dropdown"><a%0D%0A%09%09%09%09%09%09class="nav-link dropdown-toggle" id="navbarDropdownMenuLink"%0D%0A%09%09%09%09%09%09data-toggle="dropdown" aria-haspopup="true" aria-expanded="false">Dropdown</a>%0D%0A%09%09%09%09%09%09<div class="dropdown-menu dropdown-primary"%0D%0A%09%09%09%09%09%09%09aria-labelledby="navbarDropdownMenuLink">%0D%0A%09%09%09%09%09%09%09<a class="dropdown-item" href="#">Action</a> <a%0D%0A%09%09%09%09%09%09%09%09class="dropdown-item" href="#">Another action</a> <a%0D%0A%09%09%09%09%09%09%09%09class="dropdown-item" href="#"> Something else here</a>%0D%0A%09%09%09%09%09%09</div></li> -->%0D%0A%09%09%09%09%09%09%0D%0A%09%09%09%09%09%0D%0A%09%09%09%09%09%09<li class="nav-item">%0D%0A%09%09%09%09%09%09%09<a class="nav-link" href="/aquarius/admin/member/list">%0D%0A%09%09%09%09%09%09%09%ED%9A%8C%EC%9B%90%EA%B4%80%EB%A6%AC</a>%0D%0A%09%09%09%09%09%09</li>%0D%0A%09%09%09%09%09%0D%0A%09%09%09%09</ul>%0D%0A%09%09%09%09%0D%0A%09%09%09%09<ul class="navbar-nav">%0D%0A%09%09%09%09<!-- %EB%A1%9C%EA%B7%B8%EC%9D%B8 %EC%82%AC%EC%9A%A9%EC%9E%90 -->%0D%0A%09%09%09%09%0D%0A%09%09%09%09%09<li class="nav-item ">%0D%0A%09%09%09%09%09%09<a class="nav-link" href="/aquarius/account/logout">%0D%0A%09%09%09%09%09%09<i class="fas fa-sign-out-alt"></i>%EB%A1%9C%EA%B7%B8%EC%95%84%EC%9B%83%0D%0A%09%09%09%09%09</a></li>%0D%0A%09%09%09%09%0D%0A%09%09%09%09%0D%0A%09%09%09%09%0D%0A%09%09%09%09</ul>%0D%0A%09%09%09</div>%0D%0A%09%09%09<!-- Collapsible content -->%0D%0A%09%09</nav>%0D%0A%0D%0A%09</header>%0D%0A%09<!--Main Navigation-->%0D%0A%09%0D%0A%09<!--Main layout-->%0D%0A%09<main> <!--Main container-->%0D%0A%09%09%0D%0A%0D%0A%0D%0A%0D%0A<div class="row">%0D%0A%09<div class="col-md-6 offset-md-3">%0D%0A%09%09<h1 class="my-5">%0D%0A%09%09%09<i class="fas fa-images"></i>%EA%B0%A4%EB%9F%AC%EB%A6%AC %EC%88%98%EC%A0%95%0D%0A%09%09</h1>%0D%0A%09%09<form id="gallery" action="/aquarius/gallery/update/add_image" method="post">%0D%0A%09%09%09<input id="galleryId" name="galleryId" type="hidden" value="add_image"/>%0D%0A%09%09%09<input id="owner" name="owner" type="hidden" value=""/>%0D%0A%09%09%09<div class="md-form">%0D%0A%09%09%09%09<label for="title">%ED%83%80%EC%9D%B4%ED%8B%80</label>%0D%0A%09%09%09%09<input id="title" name="title" class="form-control" type="text" value=""/>%0D%0A%09%09%09%09<div id="title.errors" class="error">%ED%95%84%EC%88%98%ED%95%AD%EB%AA%A9%EC%9E%85%EB%8B%88%EB%8B%A4.</div>%0D%0A%09%09%09</div>%0D%0A%0D%0A%09%09%09<div class="md-form">%0D%0A%09%09%09%09<label for="description">%EC%84%A4%EB%AA%85</label>%0D%0A%09%09%09%09<textarea id="description" name="description" class="form-control" rows="4"></textarea>%0D%0A%09%09%09</div>%0D%0A%0D%0A%09%09%09<p>%0D%0A%09%09%09%09<button class="btn btn-light-green" type="submit">%EC%B6%94%EA%B0%80</button>%0D%0A%09%09%09%09<button class="btn btn-yellow" type="reset">%EC%B7%A8%EC%86%8C</button>%0D%0A%09%09%09</p>%0D%0A%0D%0A%09%09</form>%0D%0A%0D%0A%0D%0A%09%09<!-- %ED%8C%8C%EC%9D%BC %EC%97%85%EB%A1%9C%EB%93%9C FORM %EA%B5%AC%EC%84%B1 -->%0D%0A%09%09%0D%0A%09%09<hr>%0D%0A%09%09%0D%0A%09%09<h3>%EC%9D%B4%EB%AF%B8%EC%A7%80 %ED%8C%8C%EC%9D%BC %EC%B6%94%EA%B0%80</h3>%0D%0A%09%09<form action="add_image" method="post" enctype="multipart/form-data">%0D%0A%09%09%09<input type="hidden" name="galleryId" value="0">%0D%0A%09%09%09<div class="md-form">%0D%0A%09%09%09%09<label>%ED%83%80%EC%9D%B4%ED%8B%80</label>%0D%0A%09%09%09%09<input type="text" name="title" class="form-control">%0D%0A%09%09%09</div>%0D%0A%09%09%09<div class="md-form">%0D%0A%09%09%09%09<label>%EC%B6%9C%EC%B2%98</label>%0D%0A%09%09%09%09<input type="text" name="source" class="form-control">%0D%0A%09%09%09</div>%0D%0A%09%09%09<input type="file" name="file" class="md-form">%0D%0A%09%09%09<p>%0D%0A%09%09%09%09<button class="btn btn-light-green" type="submit">%EC%B6%94%EA%B0%80</button>%0D%0A%09%09%09%09<button class="btn btn-yellow" type="reset">%EC%B7%A8%EC%86%8C</button>%0D%0A%09%09%09</p>%0D%0A%0D%0A%09%09</form>%0D%0A%09</div>%0D%0A</div>%0D%0A%0D%0A%0D%0A%09</main>%0D%0A%09<!--Main layout-->%0D%0A%09%0D%0A%09<!--Footer-->%0D%0A%09<footer%0D%0A%09%09class="page-footer text-center text-md-left font-small light-green darken-4 pt-4 mt-4">%0D%0A%09%09%0D%0A<div class="container-fluid text-center text-md-left">%0D%0A%09%09%09<div class="row my-3">%0D%0A%09%09%09%09<div class="col-md-6 pb-3">%0D%0A%09%09%09%09%09<h5 class="text-uppercase">Footer Content</h5>%0D%0A%09%09%09%09%09<p>Here you can use rows and columns here to organize your%0D%0A%09%09%09%09%09%09footer content.</p>%0D%0A%09%09%09%09</div>%0D%0A%0D%0A%09%09%09%09<div class="col-md-6 pb-3">%0D%0A%09%09%09%09%09<h5 class="text-uppercase">Links</h5>%0D%0A%09%09%09%09%09<ul class="list-unstyled">%0D%0A%09%09%09%09%09%09<li><a href="#!">Link 1</a></li>%0D%0A%09%09%09%09%09%09<li><a href="#!">Link 2</a></li>%0D%0A%09%09%09%09%09%09<li><a href="#!">Link 3</a></li>%0D%0A%09%09%09%09%09%09<li><a href="#!">Link 4</a></li>%0D%0A%09%09%09%09%09</ul>%0D%0A%09%09%09%09</div>%0D%0A%09%09%09%09%0D%0A%09%09%09</div>%0D%0A%09%09</div>%0D%0A%09%09<div class="footer-copyright py-3 text-center">%0D%0A%09%09%09%C2%A9 2018 Copyright: <a href="https://mdbootstrap.com/bootstrap-tutorial/">%0D%0A%09%09%09%09MDBootstrap.com </a>%0D%0A%09%09</div>%0D%0A%09</footer>%0D%0A%09<!--Footer-->%0D%0A</body>%0D%0A%0D%0A<!-- MDB core JavaScript -->%0D%0A<script src="/aquarius/resources/bower_components/MDBootstrap/js/mdb.min.js"></script>%0D%0A</html> (0)
10월 11, 2018 11:33:47.59 [4132:4136:1011/113347.579:ERROR:CONSOLE(0)] "Blocked script execution in 'data:text/html,%0D%0A%0D%0A%0D%0A<!DOCTYPE html>%0D%0A<html>%0D%0A<head>%0D%0A<meta charset="UTF-8">%0D%0A<title>Aquarius</title>%0D%0A%0D%0A<!-- Font Awesome -->%0D%0A<link rel="stylesheet" href="https://use.fontawesome.com/releases/v5.3.1/css/all.css" integrity="sha384-mzrmE5qonljUremFsqc01SB46JvROS7bZs3IO2EmfFsd15uHvIt+Y8vEf7N7fWAU" crossorigin="anonymous">%0D%0A<!-- Bootstrap core CSS -->%0D%0A<link%0D%0A%09href="/aquarius/resources/bower_components/bootstrap/dist/css/bootstrap.min.css"%0D%0A%09rel="st...D%0A%09%09%09%09%09</ul>%0D%0A%09%09%09%09</div>%0D%0A%09%09%09%09%0D%0A%09%09%09</div>%0D%0A%09%09</div>%0D%0A%09%09<div class="footer-copyright py-3 text-center">%0D%0A%09%09%09%C2%A9 2018 Copyright: <a href="https://mdbootstrap.com/bootstrap-tutorial/">%0D%0A%09%09%09%09MDBootstrap.com </a>%0D%0A%09%09</div>%0D%0A%09</footer>%0D%0A%09<!--Footer-->%0D%0A</body>%0D%0A%0D%0A<!-- MDB core JavaScript -->%0D%0A<script src="/aquarius/resources/bower_components/MDBootstrap/js/mdb.min.js"></script>%0D%0A</html>' because the document's frame is sandboxed and the 'allow-scripts' permission is not set.", source: data:text/html,%0D%0A%0D%0A%0D%0A<!DOCTYPE html>%0D%0A<html>%0D%0A<head>%0D%0A<meta charset="UTF-8">%0D%0A<title>Aquarius</title>%0D%0A%0D%0A<!-- Font Awesome -->%0D%0A<link rel="stylesheet" href="https://use.fontawesome.com/releases/v5.3.1/css/all.css" integrity="sha384-mzrmE5qonljUremFsqc01SB46JvROS7bZs3IO2EmfFsd15uHvIt+Y8vEf7N7fWAU" crossorigin="anonymous">%0D%0A<!-- Bootstrap core CSS -->%0D%0A<link%0D%0A%09href="/aquarius/resources/bower_components/bootstrap/dist/css/bootstrap.min.css"%0D%0A%09rel="stylesheet">%0D%0A<!-- Material Design Bootstrap -->%0D%0A<link href="/aquarius/resources/bower_components/MDBootstrap/css/mdb.min.css"%0D%0A%09rel="stylesheet">%0D%0A<!-- Your custom styles (optional) -->%0D%0A%0D%0A%0D%0A</head>%0D%0A<!-- JQuery -->%0D%0A<script src="/aquarius/resources/bower_components/jquery/dist/jquery.min.js"></script>%0D%0A<!-- Bootstrap tooltips -->%0D%0A<script%0D%0A%09src="/aquarius/resources/bower_components/popper.js/dist/umd/popper.min.js"></script>%0D%0A<!-- Bootstrap core JavaScript -->%0D%0A<script%0D%0A%09src="/aquarius/resources/bower_components/bootstrap/dist/js/bootstrap.min.js"></script>%0D%0A</head>%0D%0A%0D%0A<body>%0D%0A%0D%0A%09<!--Main Navigation-->%0D%0A%0D%0A%09<header>%0D%0A%09%09%0D%0A%0D%0A%0D%0A<!--Navbar-->%0D%0A%09%09<nav class="navbar navbar-expand-lg navbar-dark light-green darken-4">%0D%0A%09%09%09<!-- Navbar brand -->%0D%0A%09%09%09<a class="navbar-brand" href="#">Navbar</a>%0D%0A%09%09%09<!-- Collapse button -->%0D%0A%09%09%09<button class="navbar-toggler" type="button" data-toggle="collapse"%0D%0A%09%09%09%09data-target="#basicExampleNav" aria-controls="basicExampleNav"%0D%0A%09%09%09%09aria-expanded="false" aria-label="Toggle navigation">%0D%0A%09%09%09%09<span class="navbar-toggler-icon"></span>%0D%0A%09%09%09</button>%0D%0A%09%09%09<!-- Collapsible content -->%0D%0A%09%09%09<div class="collapse navbar-collapse" id="basicExampleNav">%0D%0A%09%09%09%09<ul class="navbar-nav mr-auto">%0D%0A%09%09%09%09%0D%0A%09%09%09%09%09<li class="nav-item active"><a class="nav-link" href="/aquarius/">Home%0D%0A%09%09%09%09%09%09%09<span class="sr-only">(current)</span>%0D%0A%09%09%09%09%09</a></li>%0D%0A%09%09%09%09%09<li class="nav-item"><a class="nav-link" href="/aquarius/board/list">%EA%B2%8C%EC%8B%9C%ED%8C%90</a>%0D%0A%09%09%09%09%09</li>%0D%0A%09%09%09%09%09<li class="nav-item"><a class="nav-link" href="/aquarius/gallery/list">%EA%B0%A4%EB%9F%AC%EB%A6%AC</a>%0D%0A%09%09%09%09%09</li>%0D%0A%09%09%09%09%09%0D%0A%09%09%09%09%09<!-- Dropdown %0D%0A%09%09%09%09%09<li class="nav-item dropdown"><a%0D%0A%09%09%09%09%09%09class="nav-link dropdown-toggle" id="navbarDropdownMenuLink"%0D%0A%09%09%09%09%09%09data-toggle="dropdown" aria-haspopup="true" aria-expanded="false">Dropdown</a>%0D%0A%09%09%09%09%09%09<div class="dropdown-menu dropdown-primary"%0D%0A%09%09%09%09%09%09%09aria-labelledby="navbarDropdownMenuLink">%0D%0A%09%09%09%09%09%09%09<a class="dropdown-item" href="#">Action</a> <a%0D%0A%09%09%09%09%09%09%09%09class="dropdown-item" href="#">Another action</a> <a%0D%0A%09%09%09%09%09%09%09%09class="dropdown-item" href="#"> Something else here</a>%0D%0A%09%09%09%09%09%09</div></li> -->%0D%0A%09%09%09%09%09%09%0D%0A%09%09%09%09%09%0D%0A%09%09%09%09%09%09<li class="nav-item">%0D%0A%09%09%09%09%09%09%09<a class="nav-link" href="/aquarius/admin/member/list">%0D%0A%09%09%09%09%09%09%09%ED%9A%8C%EC%9B%90%EA%B4%80%EB%A6%AC</a>%0D%0A%09%09%09%09%09%09</li>%0D%0A%09%09%09%09%09%0D%0A%09%09%09%09</ul>%0D%0A%09%09%09%09%0D%0A%09%09%09%09<ul class="navbar-nav">%0D%0A%09%09%09%09<!-- %EB%A1%9C%EA%B7%B8%EC%9D%B8 %EC%82%AC%EC%9A%A9%EC%9E%90 -->%0D%0A%09%09%09%09%0D%0A%09%09%09%09%09<li class="nav-item ">%0D%0A%09%09%09%09%09%09<a class="nav-link" href="/aquarius/account/logout">%0D%0A%09%09%09%09%09%09<i class="fas fa-sign-out-alt"></i>%EB%A1%9C%EA%B7%B8%EC%95%84%EC%9B%83%0D%0A%09%09%09%09%09</a></li>%0D%0A%09%09%09%09%0D%0A%09%09%09%09%0D%0A%09%09%09%09%0D%0A%09%09%09%09</ul>%0D%0A%09%09%09</div>%0D%0A%09%09%09<!-- Collapsible content -->%0D%0A%09%09</nav>%0D%0A%0D%0A%09</header>%0D%0A%09<!--Main Navigation-->%0D%0A%09%0D%0A%09<!--Main layout-->%0D%0A%09<main> <!--Main container-->%0D%0A%09%09%0D%0A%0D%0A%0D%0A%0D%0A<div class="row">%0D%0A%09<div class="col-md-6 offset-md-3">%0D%0A%09%09<h1 class="my-5">%0D%0A%09%09%09<i class="fas fa-images"></i>%EA%B0%A4%EB%9F%AC%EB%A6%AC %EC%88%98%EC%A0%95%0D%0A%09%09</h1>%0D%0A%09%09<form id="gallery" action="/aquarius/gallery/update/add_image" method="post">%0D%0A%09%09%09<input id="galleryId" name="galleryId" type="hidden" value="add_image"/>%0D%0A%09%09%09<input id="owner" name="owner" type="hidden" value=""/>%0D%0A%09%09%09<div class="md-form">%0D%0A%09%09%09%09<label for="title">%ED%83%80%EC%9D%B4%ED%8B%80</label>%0D%0A%09%09%09%09<input id="title" name="title" class="form-control" type="text" value=""/>%0D%0A%09%09%09%09<div id="title.errors" class="error">%ED%95%84%EC%88%98%ED%95%AD%EB%AA%A9%EC%9E%85%EB%8B%88%EB%8B%A4.</div>%0D%0A%09%09%09</div>%0D%0A%0D%0A%09%09%09<div class="md-form">%0D%0A%09%09%09%09<label for="description">%EC%84%A4%EB%AA%85</label>%0D%0A%09%09%09%09<textarea id="description" name="description" class="form-control" rows="4"></textarea>%0D%0A%09%09%09</div>%0D%0A%0D%0A%09%09%09<p>%0D%0A%09%09%09%09<button class="btn btn-light-green" type="submit">%EC%B6%94%EA%B0%80</button>%0D%0A%09%09%09%09<button class="btn btn-yellow" type="reset">%EC%B7%A8%EC%86%8C</button>%0D%0A%09%09%09</p>%0D%0A%0D%0A%09%09</form>%0D%0A%0D%0A%0D%0A%09%09<!-- %ED%8C%8C%EC%9D%BC %EC%97%85%EB%A1%9C%EB%93%9C FORM %EA%B5%AC%EC%84%B1 -->%0D%0A%09%09%0D%0A%09%09<hr>%0D%0A%09%09%0D%0A%09%09<h3>%EC%9D%B4%EB%AF%B8%EC%A7%80 %ED%8C%8C%EC%9D%BC %EC%B6%94%EA%B0%80</h3>%0D%0A%09%09<form action="add_image" method="post" enctype="multipart/form-data">%0D%0A%09%09%09<input type="hidden" name="galleryId" value="0">%0D%0A%09%09%09<div class="md-form">%0D%0A%09%09%09%09<label>%ED%83%80%EC%9D%B4%ED%8B%80</label>%0D%0A%09%09%09%09<input type="text" name="title" class="form-control">%0D%0A%09%09%09</div>%0D%0A%09%09%09<div class="md-form">%0D%0A%09%09%09%09<label>%EC%B6%9C%EC%B2%98</label>%0D%0A%09%09%09%09<input type="text" name="source" class="form-control">%0D%0A%09%09%09</div>%0D%0A%09%09%09<input type="file" name="file" class="md-form">%0D%0A%09%09%09<p>%0D%0A%09%09%09%09<button class="btn btn-light-green" type="submit">%EC%B6%94%EA%B0%80</button>%0D%0A%09%09%09%09<button class="btn btn-yellow" type="reset">%EC%B7%A8%EC%86%8C</button>%0D%0A%09%09%09</p>%0D%0A%0D%0A%09%09</form>%0D%0A%09</div>%0D%0A</div>%0D%0A%0D%0A%0D%0A%09</main>%0D%0A%09<!--Main layout-->%0D%0A%09%0D%0A%09<!--Footer-->%0D%0A%09<footer%0D%0A%09%09class="page-footer text-center text-md-left font-small light-green darken-4 pt-4 mt-4">%0D%0A%09%09%0D%0A<div class="container-fluid text-center text-md-left">%0D%0A%09%09%09<div class="row my-3">%0D%0A%09%09%09%09<div class="col-md-6 pb-3">%0D%0A%09%09%09%09%09<h5 class="text-uppercase">Footer Content</h5>%0D%0A%09%09%09%09%09<p>Here you can use rows and columns here to organize your%0D%0A%09%09%09%09%09%09footer content.</p>%0D%0A%09%09%09%09</div>%0D%0A%0D%0A%09%09%09%09<div class="col-md-6 pb-3">%0D%0A%09%09%09%09%09<h5 class="text-uppercase">Links</h5>%0D%0A%09%09%09%09%09<ul class="list-unstyled">%0D%0A%09%09%09%09%09%09<li><a href="#!">Link 1</a></li>%0D%0A%09%09%09%09%09%09<li><a href="#!">Link 2</a></li>%0D%0A%09%09%09%09%09%09<li><a href="#!">Link 3</a></li>%0D%0A%09%09%09%09%09%09<li><a href="#!">Link 4</a></li>%0D%0A%09%09%09%09%09</ul>%0D%0A%09%09%09%09</div>%0D%0A%09%09%09%09%0D%0A%09%09%09</div>%0D%0A%09%09</div>%0D%0A%09%09<div class="footer-copyright py-3 text-center">%0D%0A%09%09%09%C2%A9 2018 Copyright: <a href="https://mdbootstrap.com/bootstrap-tutorial/">%0D%0A%09%09%09%09MDBootstrap.com </a>%0D%0A%09%09</div>%0D%0A%09</footer>%0D%0A%09<!--Footer-->%0D%0A</body>%0D%0A%0D%0A<!-- MDB core JavaScript -->%0D%0A<script src="/aquarius/resources/bower_components/MDBootstrap/js/mdb.min.js"></script>%0D%0A</html> (0)
